customerNumber,description,amount,tag
9127854341,Barclaycard,-2.94,Debt
9127854341,Bodyshop,-24.32,Healthcare
9127854341,Three Mobile,-18.83,Mobile
9127854341,American Express,-5.82,Debt
9127854341,Spotify,-13.24,Entertainment
9127854341,Cancer Research,-2.79,Charity
9127854341,Matalan,-20.16,Clothing
9127854341,American Express,-7.02,Debt
9127854341,Supercuts,-10.46,Healthcare
9127854341,Superdrug,-7.38,Healthcare
9127854341,Groupon,-15.38,Entertainment
9127854341,Groupon,-11.39,Entertainment
9127854341,Shelter,-1.5,Charity
9127854341,American Express,-6.87,Debt
9127854341,Spotify,-19.32,Entertainment
9127854341,Hitachi Personal Finance,-9.95,Debt
9127854341,Save the Children,-3.2,Savings
9127854341,National Express,-14.78,Transport
9127854341,Barclaycard,-7.05,Debt
9127854341,Virgin Media,-43.48,Internet
9127854341,Primark,-18.43,Clothing
9127854341,Brenda Ward,6.77,-
9127854341,MegaBus,-5.18,Transport
9127854341,Alan Scott,0.54,-
9127854341,Arriva Wales,-11.75,Transport
9127854341,Brenda Ward,2.5,-
9127854341,Nicole Bailey,35.99,-
9127854341,Alan Scott,0.27,-
9127854341,MegaBus,-4.4,Transport
9127854341,Hitachi Personal Finance,-6.66,Debt
9127854341,Interest,0.46,-
9127854341,Nicole Bailey,3.14,-
9127854341,Alan Scott,1.8,-
9127854341,Alan Scott,1.59,-
9127854341,National Express,-10.56,Transport
9127854341,American Express,-1.56,Debt
9127854341,Rent,-600,Housing
9127854341,Superdrug,-19.22,Healthcare
9127854341,Nicole Bailey,3.64,-
9127854341,Sky Digital,-29.58,Entertainment
9127854341,Nicole Bailey,2.17,-
9127854341,Denise Patterson,19.97,-
9127854341,Salary BACS Payment,2000,Salary
9127854341,Subway,-15.14,Food
9127854341,Superdrug,-22.18,Healthcare
9127854341,Three Mobile,-18.83,Mobile
9127854341,Nicole Bailey,2.67,-
9127854341,MegaBus,-2.96,Transport
9127854341,Denise Patterson,2.33,-
9127854341,Bodyshop,-17.79,Healthcare
9127854341,MegaBus,-10.82,Transport
9127854341,Spotify,-11.86,Entertainment
9127854341,Wonga,-0.9,Debt
9127854341,Arriva Wales,-2.85,Transport
9127854341,WWF,-11.04,Savings
9127854341,Spotify,-17.4,Entertainment
9127854341,Odeon Cinemas,-21.07,Entertainment
9127854341,WWF,-7.77,Charity
9127854341,Lush,-12.01,Healthcare
9127854341,Spotify,-16.85,Entertainment
9127854341,Barclaycard,-13.66,Debt
9127854341,Matalan,-22.13,Clothing
9127854341,Primark,-20.06,Clothing
9127854341,Virgin Media,-43.48,Internet
9127854341,Hitachi Personal Finance,-0.01,Debt
9127854341,Interest,1.07,-
9127854341,Primark,-25.16,Clothing
9127854341,Brenda Ward,6.61,-
9127854341,Lidl,-0.01,Food
9127854341,Nicole Bailey,4.23,-
9127854341,Interest,3.8,-
9127854341,Interest,5.55,-
9127854341,Alan Scott,0.71,-
9127854341,Lori Alexander,2.07,-
9127854341,Rent,-600,Housing
9127854341,Salary BACS Payment,2000,Salary
9127854341,Nicole Bailey,2.04,-
9127854341,Denise Patterson,14.18,-
9127854341,Alan Scott,16.97,-
9127854341,Lush,-10.81,Healthcare
9127854341,Sky Digital,-29.58,Entertainment
9127854341,Wonga,-0.01,Debt
9127854341,National Express,-10.45,Transport
9127854341,Save the Children,-11.26,Charity
9127854341,Cancer Research,-8.11,Charity
9127854341,Sports Direct,-11.24,Clothing
9127854341,Three Mobile,-18.83,Mobile
9127854341,American Express,-4.14,Debt
9127854341,Arriva Wales,-5.7,Transport
9127854341,Groupon,-25.64,Entertainment
9127854341,Subway,-11.97,Food
9127854341,Hitachi Personal Finance,-9.7,Debt
9127854341,National Express,-9.7,Transport
9127854341,National Express,-9.25,Transport
9127854341,Groupon,-35.06,Entertainment
9127854341,Arriva Wales,-19.07,Transport
9127854341,Cancer Research,-8.07,Savings
9127854341,Spotify,-18.49,Entertainment
9127854341,Sports Direct,-39.71,Clothing
9127854341,McColls,-15.78,Food
9127854341,Virgin Media,-43.48,Internet
9127854341,Primark,-11.16,Clothing
9127854341,Denise Patterson,5.22,-
9127854341,Nicole Bailey,11.39,-
9127854341,American Express,-7.22,Debt
9127854341,Lori Alexander,0.03,-
9127854341,Save the Children,-4.59,Savings
9127854341,Groupon,-10.89,Entertainment
9127854341,Brenda Ward,11.26,-
9127854341,Nicole Bailey,2.42,-
9127854341,Spotify,-25.05,Entertainment
9127854341,Arriva Wales,-10.75,Transport
9127854341,Alan Scott,4.21,-
9127854341,Lori Alexander,3.43,-
9127854341,Interest,0.52,-
9127854341,Denise Patterson,3.72,-
9127854341,Rent,-600,Housing
9127854341,Sky Digital,-29.58,Entertainment
9127854341,Shelter,-9.57,Charity
9127854341,Alan Scott,1.02,-
9127854341,Three Mobile,-18.83,Mobile
9127854341,Salary BACS Payment,2000,Salary
9127854341,Denise Patterson,1.72,-
9127854341,MegaBus,-0.01,Transport
9127854341,RSPCA,-7.06,Charity
9127854341,Arriva Wales,-0.01,Transport
9127854341,RSPCA,-0.68,Charity
9127854341,MegaBus,-7.54,Transport
9127854341,Nicole Bailey,0.58,-
9127854341,Interest,0.5,-
9127854341,MegaBus,-2.44,Transport
9127854341,Nicole Bailey,20.59,-
9127854341,McColls,-12.12,Food
9127854341,Brenda Ward,4.71,-
9127854341,American Express,-6.09,Debt
9127854341,Lidl,-7.36,Food
9127854341,RSPCA,-5.44,Savings
9127854341,Matalan,-3.53,Clothing
9127854341,Nicole Bailey,3.12,-
9127854341,Sports Direct,-23.63,Clothing
9127854341,Spotify,-19.94,Entertainment
9127854341,McColls,-26.78,Food
9127854341,Denise Patterson,11.04,-
9127854341,Barclaycard,-4.96,Debt
9127854341,Save the Children,-8.45,Savings
9127854341,RSPCA,-0.01,Savings
9127854341,Brenda Ward,14.01,-
9127854341,McColls,-19,Food
9127854341,Brenda Ward,1.17,-
9127854341,Virgin Media,-43.48,Internet
9127854341,Lori Alexander,3.68,-
9127854341,Lori Alexander,1.74,-
9127854341,Lori Alexander,1.17,-
9127854341,Alan Scott,0.97,-
9127854341,Salary BACS Payment,2000,Salary
9127854341,Brenda Ward,1.5,-
9127854341,Rent,-600,Housing
9127854341,Groupon,-30.63,Entertainment
9127854341,Sky Digital,-29.58,Entertainment
9127854341,Three Mobile,-18.83,Mobile
9127854341,Wonga,-14.06,Debt
9127854341,Bodyshop,-8.92,Healthcare
9127854341,Subway,-13.6,Food
9127854341,Brenda Ward,3.78,-
9127854341,Supercuts,-27.03,Healthcare
9127854341,American Express,-15.11,Debt
9127854341,Spotify,-22.28,Entertainment
9127854341,MegaBus,-6.55,Transport
9127854341,Supercuts,-26.98,Healthcare
9127854341,Save the Children,-2.2,Charity
9127854341,Sports Direct,-3.1,Clothing
9127854341,Nicole Bailey,0.53,-
9127854341,Oxfam,-13.89,Charity
9127854341,Shelter,-1.28,Charity
9127854341,Matalan,-1.31,Clothing
9127854341,Barclaycard,-2.66,Debt
2340515967,Supercuts,-15.19,Healthcare
2340515967,Bodyshop,-7.1,Healthcare
2340515967,RSPCA,-0.01,Savings
2340515967,WWF,-7.16,Charity
2340515967,Supercuts,-3.76,Healthcare
2340515967,American Express,-7.72,Debt
2340515967,Oxfam,-13.22,Savings
2340515967,Thames Water,-37.42,Water
2340515967,Primark,-23.76,Clothing
2340515967,Brenda Ward,4.79,-
2340515967,Pizza Express,-21.66,Food
2340515967,Wonga,-8.34,Debt
2340515967,Hitachi Personal Finance,-4.75,Debt
2340515967,Sports Direct,-21.2,Clothing
2340515967,Pizza Express,-27.83,Food
2340515967,Arriva Wales,-1.01,Transport
2340515967,Arriva Wales,-7.49,Transport
2340515967,Barclaycard,-12.04,Debt
2340515967,Shelter,-5.21,Savings
2340515967,Bodyshop,-11.92,Healthcare
2340515967,Rent,-600,Housing
2340515967,Cancer Research,-10.53,Savings
2340515967,Morrisons,-38.9,Food
2340515967,Interest,1.47,-
2340515967,Sainsburys,-33.58,Food
2340515967,Morrisons,-30.57,Food
2340515967,British Gas,-26.7,Gas
2340515967,Lori Alexander,5.97,-
2340515967,Cancer Research,-8.67,Charity
2340515967,Supercuts,-8.36,Healthcare
2340515967,Groupon,-0.01,Entertainment
2340515967,TV Licence,-30.02,Entertainment
2340515967,Arriva Wales,-5.43,Transport
2340515967,Hitachi Personal Finance,-4.64,Debt
2340515967,Cancer Research,-1,Savings
2340515967,Primark,-10.45,Clothing
2340515967,Save the Children,-0.01,Charity
2340515967,Wonga,-0.26,Debt
2340515967,National Express,-0.65,Transport
2340515967,Wonga,-3.16,Debt
2340515967,Sainsburys,-18.72,Food
2340515967,Primark,-23.04,Clothing
2340515967,Alan Scott,9.4,-
2340515967,Brenda Ward,14.37,-
2340515967,Brenda Ward,2.14,-
2340515967,Superdrug,-9.46,Healthcare
2340515967,Virgin Media,-71.43,Internet
2340515967,Salary BACS Payment,2000,Salary
2340515967,Nicole Bailey,3.57,-
2340515967,Spotify,-8.37,Entertainment
2340515967,RSPCA,-4.87,Savings
2340515967,Superdrug,-12.75,Healthcare
2340515967,Superdrug,-18.09,Healthcare
2340515967,MegaBus,-13.61,Transport
2340515967,Groupon,-23.53,Entertainment
2340515967,Shelter,-16.7,Savings
2340515967,Lori Alexander,4.3,-
2340515967,Lush,-7.97,Healthcare
2340515967,Superdrug,-43.88,Healthcare
2340515967,Arriva Wales,-0.01,Transport
2340515967,Arriva Wales,-4.33,Transport
2340515967,Payment received thank you,-55.88,Credit Repayment
2340515967,Payment received thank you,55.88,Credit Repayment
2340515967,Supercuts,-4.87,Healthcare
2340515967,Hitachi Personal Finance,-0.01,Debt
2340515967,Wonga,-6.84,Debt
2340515967,Barclaycard,-8.42,Debt
2340515967,Spotify,-10.25,Entertainment
2340515967,Sainsburys,-24.47,Food
2340515967,Brenda Ward,1.94,-
2340515967,Wonga,-13.81,Debt
2340515967,Spotify,-27.25,Entertainment
2340515967,Alan Scott,5.01,-
2340515967,Cancer Research,-11.9,Savings
2340515967,Barclaycard,-12.17,Debt
2340515967,Primark,-10.35,Clothing
2340515967,WWF,-12.22,Charity
2340515967,Bodyshop,-2.49,Healthcare
2340515967,RSPCA,-5.15,Savings
2340515967,Thames Water,-37.42,Water
2340515967,Barclaycard,-7.2,Debt
2340515967,Pizza Express,-9.28,Food
2340515967,Groupon,-25.82,Entertainment
2340515967,Lush,-10.56,Healthcare
2340515967,Sainsburys,-19.84,Food
2340515967,Oxfam,-1.09,Savings
2340515967,National Express,-2.14,Transport
2340515967,Hitachi Personal Finance,-18.11,Debt
2340515967,Morrisons,-13.98,Food
2340515967,National Express,-0.07,Transport
2340515967,Cancer Research,-1.45,Charity
2340515967,Save the Children,-13.24,Savings
2340515967,Interest,8.96,-
2340515967,Bodyshop,-14.8,Healthcare
2340515967,Save the Children,-4.34,Charity
2340515967,RSPCA,-9.85,Savings
2340515967,Matalan,-23.89,Clothing
2340515967,Cancer Research,-3.86,Savings
2340515967,Shelter,-9.44,Charity
2340515967,Odeon Cinemas,-22.81,Entertainment
2340515967,Sports Direct,-3.57,Clothing
2340515967,Payment received thank you,-7.08,Credit Repayment
2340515967,Rent,-600,Housing
2340515967,Payment received thank you,7.08,Credit Repayment
2340515967,RSPCA,-5.84,Charity
2340515967,National Express,-9.36,Transport
2340515967,MegaBus,-5.34,Transport
2340515967,Shelter,-13.14,Charity
2340515967,Brenda Ward,8.08,-
2340515967,American Express,-9.44,Debt
2340515967,Oxfam,-17.89,Savings
2340515967,Wonga,-0.73,Debt
2340515967,Shelter,-0.01,Savings
2340515967,Matalan,-14.48,Clothing
2340515967,Nicole Bailey,8.1,-
2340515967,Nicole Bailey,3.77,-
2340515967,Alan Scott,10.89,-
2340515967,RSPCA,-0.01,Savings
2340515967,British Gas,-26.7,Gas
2340515967,Save the Children,-6.81,Charity
2340515967,Brenda Ward,2.32,-
2340515967,Arriva Wales,-1.66,Transport
2340515967,Oxfam,-11.06,Charity
2340515967,WWF,-1.91,Savings
2340515967,TV Licence,-30.02,Entertainment
2340515967,Alan Scott,6.59,-
2340515967,Lori Alexander,1.03,-
2340515967,Virgin Media,-71.43,Internet
2340515967,Brenda Ward,23.6,-
2340515967,Lori Alexander,0.84,-
2340515967,Interest,8.07,-
2340515967,Lori Alexander,1.35,-
2340515967,Salary BACS Payment,2000,Salary
2340515967,Payment received thank you,39.34,Credit Repayment
2340515967,Payment received thank you,-39.34,Credit Repayment
2340515967,Arriva Wales,-3.12,Transport
2340515967,Wonga,-3.37,Debt
2340515967,Save the Children,-16.81,Savings
2340515967,Cancer Research,-3.68,Charity
2340515967,Lori Alexander,2.28,-
2340515967,Hitachi Personal Finance,-1.89,Debt
2340515967,Spotify,-21.04,Entertainment
2340515967,RSPCA,-5.77,Savings
2340515967,Superdrug,-24.86,Healthcare
2340515967,Primark,-20.07,Clothing
2340515967,Payment received thank you,-45.05,Credit Repayment
2340515967,Sainsburys,-34.21,Food
2340515967,Payment received thank you,45.05,Credit Repayment
2340515967,Supercuts,-19.17,Healthcare
2340515967,Cancer Research,-8.86,Charity
2340515967,Sainsburys,-26.32,Food
2340515967,Spotify,-20.13,Entertainment
2340515967,WWF,-11.18,Savings
2340515967,Thames Water,-37.42,Water
2340515967,National Express,-11.09,Transport
2340515967,Payment received thank you,-124.02,Credit Repayment
2340515967,Payment received thank you,124.02,Credit Repayment
2340515967,Groupon,-26.13,Entertainment
2340515967,Sports Direct,-13.76,Clothing
2340515967,Payment received thank you,-308.68,Credit Repayment
2340515967,Payment received thank you,308.68,Credit Repayment
2340515967,Arriva Wales,-2.7,Transport
2340515967,Primark,-14.61,Clothing
2340515967,Sports Direct,-7.54,Clothing
2340515967,Hitachi Personal Finance,-1.61,Debt
2340515967,Rent,-600,Housing
2340515967,Groupon,-30.97,Entertainment
2340515967,Bodyshop,-6.11,Healthcare
2340515967,Odeon Cinemas,-11.26,Entertainment
2340515967,Lush,-31.92,Healthcare
2340515967,Superdrug,-13.62,Healthcare
2340515967,Groupon,-20.66,Entertainment
2340515967,Cancer Research,-5.88,Savings
2340515967,Shelter,-2.72,Savings
2340515967,Payment received thank you,-29.27,Credit Repayment
2340515967,Payment received thank you,29.27,Credit Repayment
2340515967,Bodyshop,-28.05,Healthcare
2340515967,Sports Direct,-4.09,Clothing
2340515967,MegaBus,-3.66,Transport
2340515967,Cancer Research,-1.41,Charity
2340515967,Matalan,-20.68,Clothing
2340515967,Save the Children,-3.03,Charity
2340515967,Denise Patterson,17.9,-
2340515967,Oxfam,-0.01,Charity
2340515967,Payment received thank you,-243.77,Credit Repayment
2340515967,Payment received thank you,243.77,Credit Repayment
2340515967,British Gas,-26.7,Gas
2340515967,MegaBus,-8.07,Transport
2340515967,Morrisons,-46.82,Food
2340515967,National Express,-4.37,Transport
2340515967,Cancer Research,-4.76,Savings
2340515967,Sainsburys,-35.52,Food
2340515967,Wonga,-4.37,Debt
2340515967,National Express,-0.01,Transport
2340515967,National Express,-1.82,Transport
2340515967,American Express,-0.01,Debt
2340515967,Matalan,-10.3,Clothing
2340515967,TV Licence,-30.02,Entertainment
2340515967,WWF,-6.51,Charity
2340515967,Shelter,-4.81,Savings
2340515967,Cancer Research,-5.32,Savings
2340515967,Wonga,-11.04,Debt
2340515967,Matalan,-8.31,Clothing
2340515967,Groupon,-18.3,Entertainment
2340515967,American Express,-9.47,Debt
2340515967,Oxfam,-4.99,Savings
2340515967,Sainsburys,-39.09,Food
2340515967,Morrisons,-38.21,Food
2340515967,Arriva Wales,-2.98,Transport
2340515967,Virgin Media,-71.43,Internet
2340515967,American Express,-0.01,Debt
2340515967,Groupon,-38.85,Entertainment
2340515967,Spotify,-13.62,Entertainment
2340515967,Primark,-40.51,Clothing
2340515967,Oxfam,-3.81,Charity
2340515967,Salary BACS Payment,2000,Salary
2340515967,National Express,-5.67,Transport
2340515967,Barclaycard,-0.01,Debt
2340515967,Oxfam,-7.5,Savings
2340515967,Superdrug,-26.69,Healthcare
2340515967,Hitachi Personal Finance,-0.01,Debt
2340515967,Pizza Express,-34.46,Food
2340515967,Pizza Express,-47.52,Food
2340515967,Payment received thank you,109.69,Credit Repayment
2340515967,Hitachi Personal Finance,-3.66,Debt
2340515967,Cancer Research,-7.65,Charity
2340515967,WWF,-6.17,Charity
2340515967,Odeon Cinemas,-22.59,Entertainment
2340515967,Payment received thank you,-109.69,Credit Repayment
2340515967,Alan Scott,2.01,-
2340515967,Groupon,-18.8,Entertainment
2340515967,Shelter,-0.01,Charity
2340515967,Wonga,-6.1,Debt
2340515967,Payment received thank you,18.78,Credit Repayment
2340515967,Groupon,-0.01,Entertainment
2340515967,Morrisons,-27.94,Food
2340515967,Payment received thank you,-18.78,Credit Repayment
2340515967,Sainsburys,-31.89,Food
2340515967,Oxfam,-0.01,Savings
2340515967,Payment received thank you,41.85,Credit Repayment
2340515967,Arriva Wales,-11.12,Transport
2340515967,Wonga,-1.75,Debt
2340515967,Shelter,-0.77,Savings
2340515967,Groupon,-24.61,Entertainment
2340515967,Supercuts,-14.73,Healthcare
2340515967,RSPCA,-9.27,Charity
2340515967,Spotify,-4.45,Entertainment
2340515967,RSPCA,-10.41,Charity
2340515967,Payment received thank you,-41.85,Credit Repayment
2340515967,Spotify,-17.82,Entertainment
2340515967,Sainsburys,-12.81,Food
2340515967,Save the Children,-5.17,Charity
2340515967,Spotify,-0.01,Entertainment
2340515967,Sainsburys,-31.41,Food
2340515967,Thames Water,-37.42,Water
2340515967,Oxfam,-5.08,Charity
2340515967,Superdrug,-6.21,Healthcare
2340515967,Odeon Cinemas,-17.06,Entertainment
2340515967,Oxfam,-0.01,Savings
2340515967,Sports Direct,-10.21,Clothing
2340515967,Morrisons,-50.05,Food
2340515967,Supercuts,-4.05,Healthcare
2340515967,Payment received thank you,106.09,Credit Repayment
2340515967,Odeon Cinemas,-27.5,Entertainment
2340515967,Interest,12.02,-
2340515967,Arriva Wales,-0.01,Transport
2340515967,Pizza Express,-41.13,Food
2340515967,WWF,-6.86,Savings
2340515967,Payment received thank you,-106.09,Credit Repayment
2340515967,Groupon,-5.64,Entertainment
2340515967,Morrisons,-24.03,Food
2340515967,Oxfam,-2.71,Savings
2340515967,Sainsburys,-20.13,Food
2340515967,Groupon,-6.09,Entertainment
2340515967,Lori Alexander,0.67,-
2340515967,MegaBus,-7.28,Transport
2340515967,Supercuts,-19.81,Healthcare
2340515967,Pizza Express,-14.02,Food
2340515967,National Express,-0.07,Transport
2340515967,Morrisons,-24.45,Food
2340515967,Supercuts,-26.22,Healthcare
2340515967,Rent,-600,Housing
2340515967,American Express,-8.92,Debt
2340515967,WWF,-4.31,Charity
2340515967,RSPCA,-4.96,Savings
2340515967,Oxfam,-0.01,Charity
2340515967,Arriva Wales,-9.13,Transport
2340515967,Arriva Wales,-0.54,Transport
2340515967,Supercuts,-0.01,Healthcare
2340515967,Matalan,-25.12,Clothing
2340515967,RSPCA,-10.53,Savings
2340515967,Primark,-8.03,Clothing
2340515967,Superdrug,-13.06,Healthcare
2340515967,Wonga,-5.01,Debt
2340515967,Morrisons,-40.4,Food
2340515967,Arriva Wales,-7.93,Transport
2340515967,Wonga,-13.24,Debt
2340515967,Morrisons,-30.14,Food
2340515967,British Gas,-26.7,Gas
2340515967,Interest,0.18,-
2340515967,Payment received thank you,-30.09,Credit Repayment
2340515967,Payment received thank you,-114.91,Credit Repayment
2340515967,Payment received thank you,30.09,Credit Repayment
2340515967,Payment received thank you,114.91,Credit Repayment
2340515967,Lush,-26.21,Healthcare
2340515967,Shelter,-8.33,Savings
2340515967,Payment received thank you,-30.23,Credit Repayment
2340515967,Payment received thank you,30.23,Credit Repayment
2340515967,WWF,-2.4,Charity
2340515967,Morrisons,-28.27,Food
2340515967,Odeon Cinemas,-10.3,Entertainment
2340515967,Spotify,-0.01,Entertainment
2340515967,TV Licence,-30.02,Entertainment
2340515967,Spotify,-13.76,Entertainment
2340515967,Sainsburys,-44.92,Food
2340515967,MegaBus,-4.63,Transport
2340515967,Primark,-22.66,Clothing
2340515967,Groupon,-0.01,Entertainment
2340515967,Lori Alexander,5.71,-
2340515967,Spotify,-35.31,Entertainment
2340515967,Nicole Bailey,0.7,-
2340515967,Groupon,-7.27,Entertainment
2340515967,MegaBus,-11.58,Transport
2340515967,Odeon Cinemas,-0.08,Entertainment
2340515967,National Express,-6.09,Transport
2340515967,Virgin Media,-71.43,Internet
2340515967,Nicole Bailey,1.96,-
2340515967,Lori Alexander,7.6,-
2340515967,Brenda Ward,2.95,-
2340515967,Salary BACS Payment,2000,Salary
2340515967,Lush,-0.01,Healthcare
2340515967,Arriva Wales,-1.18,Transport
2340515967,Pizza Express,-23.72,Food
2340515967,Interest,0.01,-
2340515967,Spotify,-13.78,Entertainment
2340515967,Save the Children,-6.51,Charity
2340515967,Pizza Express,-32.95,Food
2340515967,Matalan,-7.16,Clothing
2340515967,Payment received thank you,-267.49,Credit Repayment
2340515967,Payment received thank you,267.49,Credit Repayment
2340515967,Oxfam,-0.03,Charity
2340515967,Sports Direct,-8.01,Clothing
2340515967,Oxfam,-7.57,Savings
2340515967,Matalan,-13.79,Clothing
2340515967,Cancer Research,-2.03,Savings
2340515967,Bodyshop,-1.75,Healthcare
2340515967,Nicole Bailey,1.69,-
2340515967,Spotify,-8.78,Entertainment
2340515967,Cancer Research,-4.4,Charity
2340515967,National Express,-1.91,Transport
2340515967,Sports Direct,-1.97,Clothing
2340515967,MegaBus,-6.43,Transport
2340515967,Primark,-5.67,Clothing
2340515967,Brenda Ward,4.52,-
2340515967,Sainsburys,-44.21,Food
2340515967,Wonga,-10.54,Debt
2340515967,Superdrug,-28.96,Healthcare
2340515967,Wonga,-6.63,Debt
2340515967,Lush,-13.69,Healthcare
2340515967,Spotify,-0.01,Entertainment
2340515967,Thames Water,-37.42,Water
2340515967,MegaBus,-2.3,Transport
2340515967,Denise Patterson,3.84,-
2340515967,Lori Alexander,2.39,-
2340515967,Sainsburys,-32.66,Food
2340515967,Pizza Express,-35.41,Food
2340515967,Morrisons,-34.9,Food
2340515967,Oxfam,-12.31,Charity
2340515967,Payment received thank you,188.12,Credit Repayment
2340515967,Matalan,-27.1,Clothing
2340515967,Payment received thank you,-188.12,Credit Repayment
2340515967,Primark,-32.58,Clothing
2340515967,Shelter,-0.52,Savings
2340515967,National Express,-0.01,Transport
2340515967,MegaBus,-0.01,Transport
2340515967,Sports Direct,-12.32,Clothing
2340515967,Shelter,-6.49,Savings
2340515967,Payment received thank you,-33.09,Credit Repayment
2340515967,Oxfam,-3.56,Charity
2340515967,Payment received thank you,33.09,Credit Repayment
2340515967,Arriva Wales,-0.01,Transport
2340515967,Sports Direct,-23.18,Clothing
2340515967,Arriva Wales,-9.07,Transport
2340515967,Lori Alexander,4.78,-
2340515967,Odeon Cinemas,-0.01,Entertainment
2340515967,MegaBus,-0.01,Transport
2340515967,Groupon,-0.01,Entertainment
2340515967,Payment received thank you,-31.47,Credit Repayment
2340515967,WWF,-0.01,Savings
2340515967,Rent,-600,Housing
2340515967,Payment received thank you,31.47,Credit Repayment
2340515967,Primark,-0.83,Clothing
2340515967,Payment received thank you,134.83,Credit Repayment
2340515967,American Express,-1.31,Debt
2340515967,Shelter,-0.01,Savings
2340515967,Sports Direct,-17.11,Clothing
2340515967,RSPCA,-8.73,Savings
2340515967,Primark,-33.76,Clothing
2340515967,Payment received thank you,-134.83,Credit Repayment
2340515967,American Express,-1.1,Debt
2340515967,Groupon,-11.61,Entertainment
2340515967,Lush,-16.99,Healthcare
2340515967,WWF,-7.72,Charity
2340515967,Superdrug,-10.09,Healthcare
2340515967,Oxfam,-2.02,Savings
2340515967,British Gas,-26.7,Gas
2340515967,TV Licence,-30.02,Entertainment
2340515967,Matalan,-13.73,Clothing
2340515967,Sports Direct,-8.27,Clothing
2340515967,Virgin Media,-71.43,Internet
2340515967,Interest,28.28,-
2340515967,Hitachi Personal Finance,-2.46,Debt
2340515967,Nicole Bailey,12.35,-
2340515967,Salary BACS Payment,2000,Salary
2340515967,Interest,3.87,-
2340515967,Morrisons,-13.3,Food
2340515967,Oxfam,-10.48,Charity
2340515967,Groupon,-27.15,Entertainment
2340515967,American Express,-3.23,Debt
2340515967,Sports Direct,-18.16,Clothing
2340515967,Alan Scott,6.6,-
2340515967,Arriva Wales,-3.38,Transport
2340515967,Arriva Wales,-14.78,Transport
2340515967,MegaBus,-0.15,Transport
2340515967,Lori Alexander,12.66,-
2340515967,Groupon,-38.77,Entertainment
2340515967,Matalan,-11.97,Clothing
2340515967,Lush,-10.21,Healthcare
2340515967,Sainsburys,-13.96,Food
2340515967,Lush,-11.99,Healthcare
2340515967,Oxfam,-11.39,Charity
2340515967,MegaBus,-7.88,Transport
2340515967,Pizza Express,-37.13,Food
2340515967,Morrisons,-18.45,Food
2340515967,Pizza Express,-20.08,Food
2340515967,Shelter,-8.11,Savings
2340515967,Save the Children,-5.45,Charity
2340515967,Shelter,-0.42,Charity
2340515967,Pizza Express,-19.77,Food
2340515967,Pizza Express,-32.27,Food
2340515967,Sports Direct,-16.62,Clothing
2340515967,Save the Children,-1.88,Charity
2340515967,Arriva Wales,-3.49,Transport
2340515967,Thames Water,-37.42,Water
2340515967,Cancer Research,-8.49,Charity
2340515967,Sainsburys,-21.21,Food
2340515967,Arriva Wales,-2.64,Transport
2340515967,Pizza Express,-28.49,Food
2340515967,Superdrug,-24.46,Healthcare
2340515967,RSPCA,-6.41,Charity
2340515967,National Express,-5.22,Transport
2340515967,Sports Direct,-8.24,Clothing
2340515967,Matalan,-16.01,Clothing
2340515967,Oxfam,-0.01,Charity
2340515967,MegaBus,-2.89,Transport
2340515967,Odeon Cinemas,-8.99,Entertainment
2340515967,Sports Direct,-33.73,Clothing
2340515967,Wonga,-7.58,Debt
2340515967,Morrisons,-30.12,Food
2340515967,Groupon,-20.8,Entertainment
2340515967,Pizza Express,-36.14,Food
2340515967,Morrisons,-12.87,Food
2340515967,Barclaycard,-1.24,Debt
2340515967,Rent,-600,Housing
2340515967,Interest,2.37,-
2340515967,Brenda Ward,3.97,-
2340515967,Pizza Express,-47.83,Food
2340515967,British Gas,-26.7,Gas
2340515967,MegaBus,-7.73,Transport
2340515967,National Express,-7.98,Transport
2340515967,Pizza Express,-48.26,Food
2340515967,WWF,-3.01,Charity
2340515967,Oxfam,-8.83,Charity
2340515967,Sports Direct,-0.01,Clothing
2340515967,Arriva Wales,-2.48,Transport
2340515967,WWF,-0.01,Savings
2340515967,Lori Alexander,3.05,-
2340515967,WWF,-1.95,Savings
2340515967,Morrisons,-26.73,Food
2340515967,TV Licence,-30.02,Entertainment
2340515967,Barclaycard,-7.19,Debt
2340515967,Spotify,-0.01,Entertainment
2340515967,Sports Direct,-0.01,Clothing
2340515967,Sainsburys,-31.33,Food
2340515967,Morrisons,-32.13,Food
2340515967,Alan Scott,1.4,-
2340515967,Sports Direct,-5.47,Clothing
2340515967,Virgin Media,-71.43,Internet
2340515967,Salary BACS Payment,2000,Salary
2340515967,Lori Alexander,6.68,-
2340515967,Sports Direct,-9.26,Clothing
2340515967,Sainsburys,-24.03,Food
2340515967,Odeon Cinemas,-0.01,Entertainment
2340515967,Supercuts,-0.01,Healthcare
2340515967,MegaBus,-6.82,Transport
2340515967,American Express,-14.07,Debt
2340515967,WWF,-0.01,Savings
2340515967,Sports Direct,-9.98,Clothing
2340515967,National Express,-1.14,Transport
2340515967,Oxfam,-8.68,Savings
2340515967,Cancer Research,-0.88,Savings
2340515967,Primark,-6.99,Clothing
2340515967,National Express,-4.79,Transport
2340515967,Cancer Research,-11.12,Charity
2340515967,WWF,-4.76,Charity
2340515967,Primark,-23.35,Clothing
2340515967,Sports Direct,-0.01,Clothing
2340515967,Odeon Cinemas,-10.6,Entertainment
